DATUM,CAS,SUM_of_MNOZSTVO
29-06-14,630,13314.84441
29-06-14,645,13201.00591
29-06-14,660,13190.60613
29-06-14,675,13291.12791
29-06-14,690,13230.80173
29-06-14,705,13107.59549
29-06-14,720,13283.09062
29-06-14,735,13332.62825
29-06-14,750,13226.12567
29-06-14,765,13319.89226
29-06-14,780,13251.85533
29-06-14,795,12990.33986
29-06-14,810,12752.13118
29-06-14,825,12715.55415
29-06-14,840,12778.05886
29-06-14,855,12807.41987
29-06-14,870,12670.8876
29-06-14,885,12807.36124
29-06-14,900,12866.80748
29-06-14,915,12857.77065
29-06-14,930,12576.01164
29-06-14,945,12599.61869
29-06-14,960,12507.33895
29-06-14,975,12532.3023
29-06-14,990,12632.47647
29-06-14,1005,12559.17833
29-06-14,1020,12507.76294
29-06-14,1035,12560.04988
29-06-14,1050,12733.7666
29-06-14,1065,12826.08968
29-06-14,1080,12831.27764
29-06-14,1095,12493.52192
29-06-14,1110,12562.32782
29-06-14,1125,12869.96082
29-06-14,1140,12972.04141
29-06-14,1155,12920.63922
29-06-14,1170,12710.60563
29-06-14,1185,12891.50734
29-06-14,1200,12873.45379
29-06-14,1215,12938.34523
29-06-14,1230,13015.2756
29-06-14,1245,12970.5446
29-06-14,1260,12916.01863
29-06-14,1275,12837.37952
29-06-14,1290,12946.4431
29-06-14,1305,12897.25145
29-06-14,1320,12931.51506
30-06-14,-105,13191.93273
30-06-14,-90,13137.68123
30-06-14,-75,12678.34803
30-06-14,-60,12293.91025
30-06-14,-45,12433.56087
30-06-14,-30,12616.58882
30-06-14,-15,12410.5796
30-06-14,0,12583.52298
30-06-14,15,12561.38838
30-06-14,30,12454.38476
30-06-14,45,12360.76968
30-06-14,60,12382.12042
30-06-14,75,12372.48683
30-06-14,90,12503.86207
30-06-14,105,12434.41109
30-06-14,120,12681.15946
30-06-14,135,12639.58203
30-06-14,150,12832.65967
30-06-14,165,12800.00045
30-06-14,180,12934.81149
30-06-14,195,13230.48467
30-06-14,210,13330.83457
30-06-14,225,13823.4049
30-06-14,240,14756.03027
30-06-14,255,17260.0942
30-06-14,270,19066.86065
30-06-14,285,20247.69684
30-06-14,300,21356.5449
30-06-14,315,22281.38041
30-06-14,330,22779.04136
30-06-14,345,23119.34428
30-06-14,360,23479.23666
30-06-14,375,23633.42155
30-06-14,390,24063.46871
30-06-14,405,24453.99158
30-06-14,420,24657.67156
30-06-14,435,24548.68422
30-06-14,450,24467.26211
30-06-14,465,24398.15652
30-06-14,480,24522.91901
30-06-14,495,24426.5449
30-06-14,510,24030.24199
30-06-14,525,23582.08213
30-06-14,540,23340.13611
30-06-14,555,23424.12433
30-06-14,570,23378.39603
30-06-14,585,23419.52648
30-06-14,600,23241.20422
30-06-14,615,23829.34198
30-06-14,630,23999.98251
30-06-14,645,23820.16135
30-06-14,660,23780.87494
30-06-14,675,23391.20769
30-06-14,690,22793.93076
30-06-14,705,22325.34095
30-06-14,720,21740.76171
30-06-14,735,22037.49337
30-06-14,750,22170.87097
30-06-14,765,22004.7406
30-06-14,780,21656.80044
30-06-14,795,21429.58373
30-06-14,810,21551.63106
30-06-14,825,21218.99848
30-06-14,840,20946.31415
30-06-14,855,20236.04412
30-06-14,870,20326.47469
30-06-14,885,20331.00306
30-06-14,900,20124.01697
30-06-14,915,20140.01132
30-06-14,930,19941.87553
30-06-14,945,19219.16266
30-06-14,960,19092.70712
30-06-14,975,19239.8408
30-06-14,990,19239.52083
30-06-14,1005,19501.90778
30-06-14,1020,19456.30873
30-06-14,1035,19419.78305
30-06-14,1050,18845.54368
30-06-14,1065,18863.75762
30-06-14,1080,19021.05558
30-06-14,1095,18512.90305
30-06-14,1110,18101.99566
30-06-14,1125,17928.94243
30-06-14,1140,18308.41986
30-06-14,1155,17647.48084
30-06-14,1170,17160.10064
30-06-14,1185,16621.12207
30-06-14,1200,15862.81409
30-06-14,1215,15646.10041
30-06-14,1230,15679.2241
30-06-14,1245,15105.80448
30-06-14,1260,14937.65712
30-06-14,1275,14603.31815
30-06-14,1290,14706.25156
30-06-14,1305,14302.70679
30-06-14,1320,14140.63113
01-07-14,-105,13799.35475
01-07-14,-90,13465.02672
01-07-14,-75,13034.94938
01-07-14,-60,12827.68034
01-07-14,-45,12825.07864
01-07-14,-30,13141.35756
01-07-14,-15,13534.70044
01-07-14,0,13390.34007
01-07-14,15,13329.74475
01-07-14,30,13326.38629
01-07-14,45,13202.15353
01-07-14,60,12898.41356
01-07-14,75,12724.78697
01-07-14,90,13000.78572
01-07-14,105,13089.33565
01-07-14,120,12873.20951
01-07-14,135,13570.76661
01-07-14,150,13529.01813
01-07-14,165,13701.66921
01-07-14,180,13806.37761
01-07-14,195,13860.19202
01-07-14,210,14038.97981
01-07-14,225,14367.71452
01-07-14,240,15006.68945
01-07-14,255,17179.62617
01-07-14,270,18761.79194
01-07-14,285,19447.5709
01-07-14,300,20357.19916
01-07-14,315,21462.17656
01-07-14,330,21764.4109
01-07-14,345,21803.78869
01-07-14,360,22154.50764
01-07-14,375,21797.54427
01-07-14,390,22087.04991
01-07-14,405,22748.73559
01-07-14,420,23201.38387
01-07-14,435,23544.59541
01-07-14,450,23317.71573
01-07-14,465,23321.90439
01-07-14,480,23290.2299
01-07-14,495,23110.5386
01-07-14,510,23070.37685
01-07-14,525,22240.49832
01-07-14,540,21632.87498
01-07-14,555,21441.05543
01-07-14,570,21399.45035
01-07-14,585,21735.12075
01-07-14,600,22789.01107
01-07-14,615,22865.57662
01-07-14,630,22901.38515
01-07-14,645,22534.89961
01-07-14,660,22360.83846
01-07-14,675,22021.96191
01-07-14,690,21873.58083
01-07-14,705,21128.48973
01-07-14,720,20295.00988
01-07-14,735,20360.00868
01-07-14,750,20556.35728
01-07-14,765,20772.17239
01-07-14,780,20543.51599
01-07-14,795,20408.83103
01-07-14,810,20078.10197
01-07-14,825,19813.26166
01-07-14,840,19847.03446
01-07-14,855,19623.80425
01-07-14,870,19801.43942
01-07-14,885,19513.24971
01-07-14,900,19452.61292
01-07-14,915,18946.98356
01-07-14,930,18755.60613
01-07-14,945,18066.55209
01-07-14,960,17473.42158
01-07-14,975,17175.47781
01-07-14,990,17350.85311
01-07-14,1005,17674.84783
01-07-14,1020,18175.61796
01-07-14,1035,18099.90159
01-07-14,1050,18005.22227
01-07-14,1065,18086.38157
01-07-14,1080,18095.27949
01-07-14,1095,17507.61425
01-07-14,1110,17458.50383
01-07-14,1125,16960.0654
01-07-14,1140,16834.47399
01-07-14,1155,16668.3182
01-07-14,1170,16388.65007
01-07-14,1185,15588.33635
01-07-14,1200,14616.79978
01-07-14,1215,14158.38225
01-07-14,1230,14143.44729
01-07-14,1245,14002.99529
01-07-14,1260,13991.57769
01-07-14,1275,13779.86487
01-07-14,1290,13561.98178
01-07-14,1305,13580.67611
01-07-14,1320,13406.58919
02-07-14,-105,12867.03959
02-07-14,-90,12616.49467
02-07-14,-75,12273.54555
02-07-14,-60,12067.41681
02-07-14,-45,11808.16314
02-07-14,-30,12132.76227
02-07-14,-15,12406.18495
02-07-14,0,12570.34336
02-07-14,15,12548.23331
02-07-14,30,12696.33367
02-07-14,45,12663.96753
02-07-14,60,12659.75637
02-07-14,75,12733.26411
02-07-14,90,12542.28873
02-07-14,105,12507.58899
02-07-14,120,12231.30596
02-07-14,135,12288.36877
02-07-14,150,12207.17217
02-07-14,165,12213.24619
02-07-14,180,12222.26982
02-07-14,195,13010.46913
02-07-14,210,13386.06979
02-07-14,225,13592.29689
02-07-14,240,14552.23228
02-07-14,255,17256.39441
02-07-14,270,18824.1407
02-07-14,285,19831.0748
02-07-14,300,20912.24475
02-07-14,315,21394.85424
02-07-14,330,22213.07143
02-07-14,345,22243.27393
02-07-14,360,22348.9157
02-07-14,375,22010.67288
02-07-14,390,22894.77859
02-07-14,405,23742.22228
02-07-14,420,23965.99538
02-07-14,435,23940.68396
02-07-14,450,24114.51424
02-07-14,465,23936.31102
02-07-14,480,24173.42783
02-07-14,495,23466.23148
02-07-14,510,23112.45302
02-07-14,525,22489.7236
02-07-14,540,22266.94694
02-07-14,555,22178.30193
02-07-14,570,22008.01117
02-07-14,585,22061.33674
02-07-14,600,22489.9142
02-07-14,615,22488.39554
02-07-14,630,22715.62722
02-07-14,645,22315.31648
02-07-14,660,22209.55178
02-07-14,675,22294.52914
02-07-14,690,22226.90433
02-07-14,705,21340.48246
02-07-14,720,20488.14787
02-07-14,735,20489.00425
02-07-14,750,20936.86663
02-07-14,765,20716.94473
02-07-14,780,20783.88988
02-07-14,795,20457.88112
02-07-14,810,20018.11932
02-07-14,825,19542.389
02-07-14,840,19413.20188
02-07-14,855,19372.17006
02-07-14,870,19657.47281
02-07-14,885,19247.24217
02-07-14,900,19239.72092
02-07-14,915,19257.1306
02-07-14,930,19065.10812
02-07-14,945,17893.96118
02-07-14,960,17216.30121
02-07-14,975,16986.93975
02-07-14,990,17131.65393
02-07-14,1005,17379.70116
02-07-14,1020,17734.43574
02-07-14,1035,17973.20975
02-07-14,1050,18098.53369
02-07-14,1065,17941.5404
02-07-14,1080,17905.33194
02-07-14,1095,17614.63004
02-07-14,1110,17330.47373
02-07-14,1125,17126.91161
02-07-14,1140,16998.33978
02-07-14,1155,16713.63548
02-07-14,1170,16344.24538
02-07-14,1185,15605.10573
02-07-14,1200,14478.4857
02-07-14,1215,14231.08624
02-07-14,1230,14316.73489
02-07-14,1245,14271.99876
02-07-14,1260,14056.05372
02-07-14,1275,13644.13384
02-07-14,1290,13504.02883
02-07-14,1305,13304.23507
02-07-14,1320,13279.04108
03-07-14,-105,13164.68455
03-07-14,-90,13011.17128
03-07-14,-75,12482.03738
03-07-14,-60,12265.1421
03-07-14,-45,12184.32549
03-07-14,-30,12358.34258
03-07-14,-15,12712.86164
03-07-14,0,12825.70748
03-07-14,15,12823.95924
03-07-14,30,12836.29346
03-07-14,45,12846.98857
03-07-14,60,12880.76737
03-07-14,75,12970.92778
03-07-14,90,12981.40527
03-07-14,105,12852.50707
03-07-14,120,12886.0284
03-07-14,135,13385.38975
03-07-14,150,13427.77726
03-07-14,165,13730.95911
03-07-14,180,13716.40359
03-07-14,195,13769.72317
03-07-14,210,14027.12595
03-07-14,225,14386.09934
03-07-14,240,15003.11968
03-07-14,255,17433.7116
03-07-14,270,19204.37852
03-07-14,285,20175.15234
03-07-14,300,21021.40477
03-07-14,315,21511.75912
03-07-14,330,21969.844
03-07-14,345,22052.93246
03-07-14,360,22110.14113
03-07-14,375,22159.79786
03-07-14,390,22490.88253
03-07-14,405,23000.85025
03-07-14,420,23634.1218
03-07-14,435,23533.49624
03-07-14,450,23526.87254
03-07-14,465,23677.12097
03-07-14,480,23531.53877
03-07-14,495,23085.23542
03-07-14,510,22776.89667
03-07-14,525,22409.84277
03-07-14,540,22159.53468
03-07-14,555,21936.55572
03-07-14,570,21816.55335
03-07-14,585,21998.46441
03-07-14,600,22147.31404
03-07-14,615,22193.89361
03-07-14,630,22244.56756
03-07-14,645,22152.63363
03-07-14,660,22150.45292
03-07-14,675,21969.08011
03-07-14,690,21953.81939
03-07-14,705,21110.51029
03-07-14,720,20258.19328
03-07-14,735,20516.56792
03-07-14,750,20608.84211
03-07-14,765,20602.34933
03-07-14,780,20329.96529
03-07-14,795,19911.54376
03-07-14,810,19947.22542
03-07-14,825,19597.4563
03-07-14,840,19357.34508
03-07-14,855,18939.90235
03-07-14,870,18992.1023
03-07-14,885,19300.92242
03-07-14,900,19143.04857
03-07-14,915,18948.87957
03-07-14,930,18536.13865
03-07-14,945,17805.69328
03-07-14,960,17110.39218
03-07-14,975,16850.23116
03-07-14,990,16761.42527
03-07-14,1005,16979.47649
03-07-14,1020,17317.50723
03-07-14,1035,17315.48884
03-07-14,1050,17138.18007
03-07-14,1065,16951.95969
03-07-14,1080,16968.28601
03-07-14,1095,16507.37936
03-07-14,1110,16378.70831
03-07-14,1125,16248.82554
03-07-14,1140,16006.35484
03-07-14,1155,16063.02344
03-07-14,1170,16139.11707
03-07-14,1185,15329.36212
03-07-14,1200,14299.83078
03-07-14,1215,13960.58161
03-07-14,1230,13906.51643
03-07-14,1245,13729.77229
03-07-14,1260,13537.76343
03-07-14,1275,13482.46674
03-07-14,1290,13438.12371
03-07-14,1305,13350.07187
03-07-14,1320,12945.97943
04-07-14,-105,12551.53832
04-07-14,-90,12434.11646
04-07-14,-75,12104.3088
04-07-14,-60,11988.11817
04-07-14,-45,11891.38425
04-07-14,-30,12129.48017
04-07-14,-15,12264.75871
04-07-14,0,12260.05212
04-07-14,15,12176.17774
04-07-14,30,12221.85368
04-07-14,45,12206.22056
04-07-14,60,12261.28892
04-07-14,75,12394.29408
04-07-14,90,12412.27336
04-07-14,105,12242.02792
04-07-14,120,12164.99561
04-07-14,135,12391.45589
04-07-14,150,12005.18849
04-07-14,165,11960.17565
04-07-14,180,12188.43384
04-07-14,195,12688.53828
04-07-14,210,13009.86403
04-07-14,225,13370.18474
04-07-14,240,14064.04668
04-07-14,255,16583.45779
04-07-14,270,18220.05397
04-07-14,285,19446.30514
04-07-14,300,20043.78192
04-07-14,315,20869.68647
04-07-14,330,20964.32594
04-07-14,345,21045.66006
04-07-14,360,21313.80049
04-07-14,375,21130.58289
04-07-14,390,21846.52268
04-07-14,405,22431.40806
04-07-14,420,22730.86034
04-07-14,435,22729.39524
04-07-14,450,22761.10483
04-07-14,465,22908.74577
04-07-14,480,22629.49462
04-07-14,495,22662.00002
04-07-14,510,22804.6064
04-07-14,525,22315.44465
04-07-14,540,21929.22853
04-07-14,555,21488.58319
04-07-14,570,21576.01333
04-07-14,585,21622.51332
04-07-14,600,21539.82895
04-07-14,615,21602.83462
04-07-14,630,21608.5515
04-07-14,645,21646.3449
04-07-14,660,21789.9619
04-07-14,675,21635.60602
04-07-14,690,21178.22535
04-07-14,705,20755.08316
04-07-14,720,20084.02165
04-07-14,735,20015.55221
04-07-14,750,20006.5487
04-07-14,765,18950.05119
04-07-14,780,18748.35499
04-07-14,795,18577.89197
04-07-14,810,18489.45071
04-07-14,825,18225.84897
04-07-14,840,18038.56689
04-07-14,855,17759.70963
04-07-14,870,17772.43467
04-07-14,885,17867.12229
04-07-14,900,17871.10869
04-07-14,915,17507.49914
04-07-14,930,17102.71626
04-07-14,945,16469.44893
04-07-14,960,15957.44172
04-07-14,975,16030.94167
04-07-14,990,16121.34221
04-07-14,1005,16247.53478
04-07-14,1020,16332.84348
04-07-14,1035,16330.90187
04-07-14,1050,16101.67011
04-07-14,1065,16097.3508
04-07-14,1080,16053.71919
04-07-14,1095,15639.49635
04-07-14,1110,15583.87444
04-07-14,1125,15582.50353
04-07-14,1140,15292.14382
04-07-14,1155,14846.61323
04-07-14,1170,14331.66275
04-07-14,1185,13882.77691
04-07-14,1200,12795.99742
04-07-14,1215,11861.01011
04-07-14,1230,11508.08959
04-07-14,1245,11242.61818
04-07-14,1260,11092.17554
04-07-14,1275,11000.93895
04-07-14,1290,10917.57622
04-07-14,1305,10795.53141
04-07-14,1320,10556.71753
05-07-14,-105,10317.8269
05-07-14,-90,10285.71398
05-07-14,-75,9883.010087
05-07-14,-60,9715.124986
05-07-14,-45,9645.492768
05-07-14,-30,9645.688788
05-07-14,-15,9762.267114
05-07-14,0,9813.90758
05-07-14,15,9713.61288
05-07-14,30,9813.257088
05-07-14,45,9916.874425
05-07-14,60,9783.428931
05-07-14,75,9757.129372
05-07-14,90,9675.284775
05-07-14,105,9713.062541
05-07-14,120,9656.282055
05-07-14,135,9707.86263
05-07-14,150,9539.128266
05-07-14,165,9474.162916
05-07-14,180,9505.437342
05-07-14,195,9623.889728
05-07-14,210,9795.886901
05-07-14,225,9890.996037
05-07-14,240,10032.56227
05-07-14,255,10957.5784
05-07-14,270,11218.57508
05-07-14,285,11114.53165
05-07-14,300,11155.56545
05-07-14,315,11445.84276
05-07-14,330,11485.7585
05-07-14,345,11439.41538
05-07-14,360,11713.39497
05-07-14,375,11936.48836
05-07-14,390,12200.78367
05-07-14,405,12507.91259
05-07-14,420,12647.42707
05-07-14,435,12887.95435
05-07-14,450,12979.49458
05-07-14,465,12996.15802
05-07-14,480,12931.77003
05-07-14,495,13102.8861
05-07-14,510,13081.96056
05-07-14,525,13029.99492
05-07-14,540,13053.89724
05-07-14,555,13087.82063
05-07-14,570,12904.7045
05-07-14,585,12810.12219
05-07-14,600,12525.66063
05-07-14,615,12576.04677
05-07-14,630,12822.57549
05-07-14,645,12691.74994
05-07-14,660,12559.01242
05-07-14,675,12572.8683
05-07-14,690,12546.60516
05-07-14,705,12619.3179
05-07-14,720,12458.03825
05-07-14,735,12520.97161
05-07-14,750,12321.51648
05-07-14,765,12232.41686
05-07-14,780,12175.49684
05-07-14,795,12305.57388
05-07-14,810,12322.23557
05-07-14,825,12250.36544
05-07-14,840,12396.54377
05-07-14,855,12295.26597
05-07-14,870,12309.75097
05-07-14,885,12037.63785
05-07-14,900,11901.59758
05-07-14,915,11877.61248
05-07-14,930,11717.04635
05-07-14,945,11442.97822
05-07-14,960,11248.08084
05-07-14,975,11568.13138
05-07-14,990,11589.9312
05-07-14,1005,11561.85743
05-07-14,1020,11586.90918
05-07-14,1035,11494.14874
05-07-14,1050,11290.1605
05-07-14,1065,10981.63239
05-07-14,1080,10966.85121
05-07-14,1095,10891.71797
05-07-14,1110,10674.29942
05-07-14,1125,10694.23738
05-07-14,1140,10718.24306
05-07-14,1155,10933.02245
05-07-14,1170,10856.89251
05-07-14,1185,10764.84704
05-07-14,1200,10734.14431
05-07-14,1215,10359.10668
05-07-14,1230,10183.23228
05-07-14,1245,9844.312451
05-07-14,1260,9567.990142
05-07-14,1275,9519.102935
05-07-14,1290,9513.099915
05-07-14,1305,9364.156955
05-07-14,1320,9301.017788
06-07-14,-105,9332.774676
06-07-14,-90,9478.437115
06-07-14,-75,9284.836337
06-07-14,-60,9047.934599
06-07-14,-45,8859.422115
06-07-14,-30,8901.144251
06-07-14,-15,8848.479449
06-07-14,0,8822.58297
06-07-14,15,8893.245488
06-07-14,30,8861.608041
06-07-14,45,8881.580557
06-07-14,60,8802.958674
06-07-14,75,8784.890155
06-07-14,90,8965.57893
06-07-14,105,9171.592399
06-07-14,120,9212.02222
06-07-14,135,9264.135953
06-07-14,150,9012.338074
06-07-14,165,8837.374633
06-07-14,180,8831.335797
06-07-14,195,8925.827764
06-07-14,210,8990.627447
06-07-14,225,9035.97878
06-07-14,240,9022.2922
06-07-14,255,9593.094208
06-07-14,270,9720.695847
06-07-14,285,9798.233485
06-07-14,300,10027.59371
06-07-14,315,10156.816
06-07-14,330,10316.24538
06-07-14,345,10599.48344
06-07-14,360,10749.72574
06-07-14,375,10784.5724
06-07-14,390,10991.86468
06-07-14,405,11355.56997
06-07-14,420,11555.25266
06-07-14,435,11564.92205
06-07-14,450,11685.90568
06-07-14,465,11869.44367
06-07-14,480,12187.22498
06-07-14,495,12311.12658
06-07-14,510,12239.39302
06-07-14,525,12426.72835
06-07-14,540,12392.32466
06-07-14,555,12488.4854
06-07-14,570,12522.13754
06-07-14,585,12340.11319
06-07-14,600,12255.02254
06-07-14,615,12165.5073
06-07-14,630,12124.56287
06-07-14,645,12493.78014
06-07-14,660,12444.56531
06-07-14,675,12407.62628
06-07-14,690,12646.47697
06-07-14,705,12504.44938
06-07-14,720,12333.5353
06-07-14,735,12256.08591
06-07-14,750,12276.62634
06-07-14,765,12293.99371
06-07-14,780,12298.67988
06-07-14,795,12244.24281
06-07-14,810,12228.87469
06-07-14,825,12220.72781
06-07-14,840,12152.82584
06-07-14,855,12263.0597
06-07-14,870,12256.5915
06-07-14,885,12188.64341
06-07-14,900,12244.65462
06-07-14,915,12019.45572
06-07-14,930,11629.18555
06-07-14,945,11497.82285
06-07-14,960,11314.00223
06-07-14,975,11352.79787
06-07-14,990,11519.55179
06-07-14,1005,11747.42248
06-07-14,1020,11651.2375
06-07-14,1035,11777.60608
06-07-14,1050,11833.28911
06-07-14,1065,11731.36996
06-07-14,1080,11615.71949
06-07-14,1095,11581.28617
06-07-14,1110,11434.38668
06-07-14,1125,11351.86689
06-07-14,1140,11520.25656
06-07-14,1155,11654.50233
06-07-14,1170,11810.12118
06-07-14,1185,11835.23472
06-07-14,1200,11875.44571
06-07-14,1215,12324.46941
06-07-14,1230,12685.69056
06-07-14,1245,12464.30524
06-07-14,1260,12444.50279
06-07-14,1275,12479.25933
06-07-14,1290,12357.92982
06-07-14,1305,12129.17806
06-07-14,1320,12182.92167
07-07-14,-105,12075.83632
07-07-14,-90,12041.42723
07-07-14,-75,11638.14044
07-07-14,-60,11108.93917
07-07-14,-45,11092.19117
07-07-14,-30,11367.48629
07-07-14,-15,11597.93227
07-07-14,0,11587.04832
07-07-14,15,11680.30879
07-07-14,30,11897.77803
07-07-14,45,11951.54784
07-07-14,60,11841.2559
07-07-14,75,11754.91551
07-07-14,90,11823.00067
07-07-14,105,11803.45744
07-07-14,120,11746.59464
07-07-14,135,11857.80641
07-07-14,150,12076.70237
07-07-14,165,12062.77368
07-07-14,180,12168.14567
07-07-14,195,12409.66102
07-07-14,210,12823.51577
07-07-14,225,13227.53634
07-07-14,240,13777.42086
07-07-14,255,16100.90105
07-07-14,270,17719.08745
07-07-14,285,18375.76811
07-07-14,300,19307.44718
07-07-14,315,19968.59083
07-07-14,330,20168.46129
07-07-14,345,20597.70894
07-07-14,360,20839.50198
07-07-14,375,20743.41329
07-07-14,390,21535.40129
07-07-14,405,22128.39457
07-07-14,420,22650.04605
07-07-14,435,22793.15393
07-07-14,450,23103.45101
07-07-14,465,23217.48511
07-07-14,480,23142.35061
07-07-14,495,23056.91533
07-07-14,510,22842.40016
07-07-14,525,22108.76595
07-07-14,540,21950.16938
07-07-14,555,21864.72619
07-07-14,570,21789.9116
07-07-14,585,22076.85292
07-07-14,600,22566.70406
07-07-14,615,22420.11361
07-07-14,630,22952.73941
07-07-14,645,22807.09138
07-07-14,660,22583.00995
07-07-14,675,21944.37157
07-07-14,690,21617.91288
07-07-14,705,20849.65576
07-07-14,720,20327.91318
07-07-14,735,21052.35229
07-07-14,750,21764.79697
07-07-14,765,21346.86109
07-07-14,780,20812.51892
07-07-14,795,20537.30422
07-07-14,810,20276.67987
07-07-14,825,20295.14959
07-07-14,840,20113.30691
07-07-14,855,19486.34342
07-07-14,870,19637.43403
07-07-14,885,19765.03747
07-07-14,900,19282.88747
07-07-14,915,19273.09651
07-07-14,930,19048.48641
07-07-14,945,18102.60548
07-07-14,960,15382.74276
07-07-14,975,15579.64756
07-07-14,990,15947.09927
07-07-14,1005,16126.43497
07-07-14,1020,16130.12227
07-07-14,1035,16115.78086
07-07-14,1050,16253.16277
07-07-14,1065,15984.34756
07-07-14,1080,16101.58227
07-07-14,1095,16668.13654
07-07-14,1110,16827.61234
07-07-14,1125,17094.87999
07-07-14,1140,17265.33711
07-07-14,1155,17155.1264
07-07-14,1170,16942.64449
07-07-14,1185,16462.20448
07-07-14,1200,15532.84183
07-07-14,1215,15039.1284
07-07-14,1230,14734.38661
07-07-14,1245,14591.30545
07-07-14,1260,14261.98405
07-07-14,1275,14220.40806
07-07-14,1290,14229.45226
07-07-14,1305,14166.05588
07-07-14,1320,14020.34506
08-07-14,-105,13719.54159
08-07-14,-90,13443.44572
08-07-14,-75,13035.66884
08-07-14,-60,12525.43456
08-07-14,-45,12766.4672
08-07-14,-30,13145.21702
08-07-14,-15,13220.68474
08-07-14,0,13182.98922
08-07-14,15,12836.17377
08-07-14,30,12830.31376
08-07-14,45,13164.29969
08-07-14,60,13160.90578
08-07-14,75,13108.13533
08-07-14,90,13238.23323
08-07-14,105,12913.69191
08-07-14,120,12775.23767
08-07-14,135,12693.66041
08-07-14,150,12796.79226
08-07-14,165,12836.169
08-07-14,180,12652.4809
08-07-14,195,13364.83468
08-07-14,210,13657.35894
08-07-14,225,13900.87955
08-07-14,240,14458.97514
08-07-14,255,17270.95435
08-07-14,270,18920.7659
08-07-14,285,19629.67526
08-07-14,300,20454.59162
08-07-14,315,20783.07982
08-07-14,330,21264.61813
08-07-14,345,21367.31385
08-07-14,360,21699.04557
08-07-14,375,21573.02002
08-07-14,390,22433.1716
08-07-14,405,23200.21933
08-07-14,420,23042.4331
08-07-14,435,23212.4292
08-07-14,450,23257.86233
08-07-14,465,23045.54403
08-07-14,480,23214.95429
08-07-14,495,22823.57221
08-07-14,510,22733.07803
08-07-14,525,22714.56958
08-07-14,540,22634.58286
08-07-14,555,22465.90465
08-07-14,570,22533.76445
08-07-14,585,22612.08259
08-07-14,600,22697.84809
08-07-14,615,22943.22581
08-07-14,630,23116.16407
08-07-14,645,23039.56881
08-07-14,660,22614.36896
08-07-14,675,22559.23302
08-07-14,690,22084.28551
08-07-14,705,21423.50274
08-07-14,720,21027.81134
08-07-14,735,21139.62368
08-07-14,750,21427.40991
08-07-14,765,21141.7838
08-07-14,780,21365.63645
08-07-14,795,21272.46257
08-07-14,810,20495.18199
08-07-14,825,20229.37163
08-07-14,840,19645.33166
08-07-14,855,19366.44749
08-07-14,870,19329.67752
08-07-14,885,19624.89209
08-07-14,900,19799.10635
08-07-14,915,19267.94423
08-07-14,930,19056.95214
08-07-14,945,18427.70073
08-07-14,960,17772.01992
08-07-14,975,17600.21693
08-07-14,990,17620.76588
08-07-14,1005,17916.6421
08-07-14,1020,18092.38077
08-07-14,1035,18113.01866
08-07-14,1050,18074.34926
08-07-14,1065,18049.01199
08-07-14,1080,17783.5571
08-07-14,1095,17316.79644
08-07-14,1110,17348.10671
08-07-14,1125,17458.07627
08-07-14,1140,17420.30749
08-07-14,1155,17138.49909
08-07-14,1170,16911.05444
08-07-14,1185,16105.61226
08-07-14,1200,15251.25643
08-07-14,1215,14524.45097
08-07-14,1230,14224.00818
08-07-14,1245,13991.0393
08-07-14,1260,14176.94556
08-07-14,1275,14162.67991
08-07-14,1290,14460.69722
08-07-14,1305,14374.25701
08-07-14,1320,14221.04713
09-07-14,-105,13994.52218
09-07-14,-90,13562.99227
09-07-14,-75,13105.17188
09-07-14,-60,12738.99335
09-07-14,-45,12749.0638
09-07-14,-30,12972.08039
09-07-14,-15,12869.51901
09-07-14,0,13073.36568
09-07-14,15,12882.82977
09-07-14,30,13042.29481
09-07-14,45,12946.61744
09-07-14,60,13137.73461
09-07-14,75,13134.14335
09-07-14,90,13108.80201
09-07-14,105,13221.19389
09-07-14,120,13149.35431
09-07-14,135,13032.55576
09-07-14,150,12998.99558
09-07-14,165,13143.32
09-07-14,180,12984.73158
09-07-14,195,13257.36208
09-07-14,210,13594.84429
09-07-14,225,14180.95316
09-07-14,240,14998.97729
09-07-14,255,17560.05269
09-07-14,270,19232.47974
09-07-14,285,19882.20973
09-07-14,300,20392.50696
09-07-14,315,21022.07173
09-07-14,330,21625.78019
09-07-14,345,21722.44059
09-07-14,360,22435.91327
09-07-14,375,22282.35372
09-07-14,390,22798.31844
09-07-14,405,23597.62884
09-07-14,420,23833.09031
09-07-14,435,23912.85645
09-07-14,450,24160.31092
09-07-14,465,24037.51653
09-07-14,480,24213.46893
09-07-14,495,23694.76246
09-07-14,510,23314.45764
09-07-14,525,22918.87041
09-07-14,540,22653.9586
09-07-14,555,22699.70665
09-07-14,570,22501.85445
09-07-14,585,22272.04624
09-07-14,600,22441.2181
09-07-14,615,22702.97439
09-07-14,630,22906.93012
09-07-14,645,22904.94289
09-07-14,660,22700.9839
09-07-14,675,22902.6527
09-07-14,690,22485.09879
09-07-14,705,21628.69161
09-07-14,720,20962.95618
09-07-14,735,21038.91612
09-07-14,750,21616.46832
09-07-14,765,21723.0485
09-07-14,780,21749.20245
09-07-14,795,21350.46931
09-07-14,810,21151.12005
09-07-14,825,20804.29775
09-07-14,840,20776.94583
09-07-14,855,20158.50717
09-07-14,870,20200.39315
